Nome da instituicao;Sigla da instituicao;Nome da base de dados;Sigla da base de dados;Responsavel pelo registro;Numero do registro no portal;Numero do registro na base de dados;Data do registro;Data do evento;Data de Carencia;Nome cientifico;Nome comum;Nome cientifico na base de dados;Nivel taxonomico;Numero de individuos;Reino;Filo;Classe;Ordem;Familia;Genero;Especie;Estado de conservacao;Categoria de Ameaca;Localidade;Pais;Estado/Provincia;Municipio;Status de Sensibilidade;Latitude;Longitude;Outras informacoes da localidade;Jurisdicao;Destino do Material
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Frederico Gemesio Lemos;1030084;Nº Da Autorização/Licença Sisbio: 18913, Projeto: Ecologia E Conservação De Felinos Ameaçados De Extinção No Triângulo Mineiro E No Sudeste De Goiás;18/05/2015;19/05/2015 a 13/08/2015;15/07/2017;Puma concolor;Onça-parda;Puma concolor;species;3;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Área De Influência Direta Do Complexo Energetico Amador Aguiar;Brasil;MG;Araguari;Espécie não Sensível;-18.665833;-48.179722;Coordenada de referência da área amostrada;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Frederico Gemesio Lemos;1030085;Nº Da Autorização/Licença Sisbio: 18913, Projeto: Ecologia E Conservação De Felinos Ameaçados De Extinção No Triângulo Mineiro E No Sudeste De Goiás;18/05/2015;19/05/2015 a 13/08/2015;15/07/2017;Puma concolor;Onça-parda;Puma concolor;species;3;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Área De Influência Direta Do Complexo Energetico Amador Aguiar;Brasil;MG;Araguari;Espécie não Sensível;-18.665833;-48.179722;Coordenada de referência da área amostrada;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Frederico Gemesio Lemos;1030086;Nº Da Autorização/Licença Sisbio: 18913, Projeto: Ecologia E Conservação De Felinos Ameaçados De Extinção No Triângulo Mineiro E No Sudeste De Goiás;18/05/2015;19/05/2015 a 13/08/2015;15/07/2017;Puma concolor;Onça-parda;Puma concolor;species;3;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Área De Influência Direta Do Complexo Energetico Amador Aguiar;Brasil;MG;Araguari;Espécie não Sensível;-18.665833;-48.179722;Coordenada de referência da área amostrada;Sem Informações;Depositado em banco de amostras biológicas
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Frederico Gemesio Lemos;1030087;Nº Da Autorização/Licença Sisbio: 18913, Projeto: Ecologia E Conservação De Felinos Ameaçados De Extinção No Triângulo Mineiro E No Sudeste De Goiás;03/04/2016;04/04/2016 a 10/04/2016;15/07/2017;Puma concolor;Onça-parda;Puma concolor;species;2;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Área De Influência Direta Do Complexo Energetico Amador Aguiar;Brasil;MG;Araguari;Espécie não Sensível;-18.665833;-48.179722;Coordenada de referência da área amostrada;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Frederico Gemesio Lemos;1030088;Nº Da Autorização/Licença Sisbio: 18913, Projeto: Ecologia E Conservação De Felinos Ameaçados De Extinção No Triângulo Mineiro E No Sudeste De Goiás;03/04/2016;04/04/2016 a 10/04/2016;15/07/2017;Puma concolor;Onça-parda;Puma concolor;species;2;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Área De Influência Direta Do Complexo Energetico Amador Aguiar;Brasil;MG;Araguari;Espécie não Sensível;-18.665833;-48.179722;Coordenada de referência da área amostrada;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Frederico Gemesio Lemos;1030089;Nº Da Autorização/Licença Sisbio: 18913, Projeto: Ecologia E Conservação De Felinos Ameaçados De Extinção No Triângulo Mineiro E No Sudeste De Goiás;03/04/2016;04/04/2016 a 10/04/2016;15/07/2017;Puma concolor;Onça-parda;Puma concolor;species;2;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Área De Influência Direta Do Complexo Energetico Amador Aguiar;Brasil;MG;Araguari;Espécie não Sensível;-18.665833;-48.179722;Coordenada de referência da área amostrada;Sem Informações;Depositado em banco de amostras biológicas
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;João Valsecchi Do Amaral;1032621;Nº Da Autorização/Licença Sisbio: 29092, Projeto: Sistema De Monitoramento De Fauna Do Idsm;02/11/2014;03/11/2014 a 03/11/2014;19/08/2016;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Reserva De Desenvolvimento Sustentável Mamirauá;Brasil;AM;Uarini;Espécie não Sensível;-3.1175;-64.791942;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;João Valsecchi Do Amaral;1032622;Nº Da Autorização/Licença Sisbio: 29092, Projeto: Sistema De Monitoramento De Fauna Do Idsm;15/12/2014;16/12/2014 a 16/12/2014;19/08/2016;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Reserva De Desenvolvimento Sustentável Mamirauá;Brasil;AM;Uarini;Espécie não Sensível;-3.1175;-64.791942;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;João Valsecchi Do Amaral;1032623;Nº Da Autorização/Licença Sisbio: 29092, Projeto: Sistema De Monitoramento De Fauna Do Idsm;14/05/2014;15/05/2014 a 15/05/2014;19/08/2016;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Reserva De Desenvolvimento Sustentável Mamirauá;Brasil;AM;Uarini;Espécie não Sensível;-3.1175;-64.791942;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;João Valsecchi Do Amaral;1032624;Nº Da Autorização/Licença Sisbio: 29092, Projeto: Sistema De Monitoramento De Fauna Do Idsm;21/12/2014;22/12/2014 a 22/12/2014;19/08/2016;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Reserva De Desenvolvimento Sustentável Mamirauá;Brasil;AM;Uarini;Espécie não Sensível;-2.797778;-65.1325;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;João Valsecchi Do Amaral;1032625;Nº Da Autorização/Licença Sisbio: 29092, Projeto: Sistema De Monitoramento De Fauna Do Idsm;21/12/2014;22/12/2014 a 22/12/2014;19/08/2016;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Reserva De Desenvolvimento Sustentável Mamirauá;Brasil;AM;Uarini;Espécie não Sensível;-2.797778;-65.1325;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;João Valsecchi Do Amaral;1032633;Nº Da Autorização/Licença Sisbio: 29092, Projeto: Sistema De Monitoramento De Fauna Do Idsm;05/10/2014;06/10/2014 a 06/10/2014;19/08/2016;Leopardus wiedii;Gato-maracajá;Leopardus wiedii;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Leopardus wiedii;Espécie Ameaçada;Vulnerável;Reserva De Desenvolvimento Sustentável Amanã;Brasil;AM;Maraa;Espécie não Sensível;-2.422222;-64.713056;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;João Valsecchi Do Amaral;1032634;Nº Da Autorização/Licença Sisbio: 29092, Projeto: Sistema De Monitoramento De Fauna Do Idsm;05/10/2014;06/10/2014 a 06/10/2014;19/08/2016;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Reserva De Desenvolvimento Sustentável Amanã;Brasil;AM;Maraa;Espécie não Sensível;-2.978333;-64.386389;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;João Valsecchi Do Amaral;1032644;Nº Da Autorização/Licença Sisbio: 29092, Projeto: Sistema De Monitoramento De Fauna Do Idsm;26/04/2015;27/04/2015 a 27/04/2015;19/08/2016;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Reserva De Desenvolvimento Sustentável Amanã;Brasil;AM;Maraa;Espécie não Sensível;-2.476944;-64.708333;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;André Luis Ravetta;1047464;Nº Da Autorização/Licença Sisbio: 12405, Projeto: Dinâmica Populacional De Mamíferos De Médio E Grande Porte No Distrito Florestal Sustentável Da Br-163;08/06/2008;09/06/2008 a 09/06/2008;17/05/2017;Puma concolor;Onça-parda;Puma concolor;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Floresta Nacional Do Trairão;Brasil;PA;Sem Informações;Espécie não Sensível;-4.943331;-55.5525;Coordenada de referência da área amostrada;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Gisele Pires De Mendonça Dantas;1017506;Nº Da Autorização/Licença Sisbio: 51089;03/10/2016;04/10/2016 a 07/10/2016;20/09/2016;Puma concolor;Onça-parda;Puma concolor;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Reserva Do Santuário Do Caraça;Brasil;MG;Santa Barbara;Espécie não Sensível;-19.959444;-43.415278;Coordenada aproximada;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Fernando Ferreira De Pinho;1040930;Nº Da Autorização/Licença Sisbio: 43329, Projeto: Ocupação De Mamíferos De Médio E Grande Porte No Cerrado;06/05/2014;07/05/2014 a 07/05/2014;21/09/2018;Leopardus tigrinus;Gato-do-mato;Leopardus tigrinus;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Leopardus tigrinus;Espécie Ameaçada;Em Perigo;Parque Nacional Das Sempre Vivas;Brasil;MG;Sem Informações;Espécie não Sensível;-17.935875;-43.795867;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Fernando Ferreira De Pinho;1040957;Nº Da Autorização/Licença Sisbio: 43329, Projeto: Ocupação De Mamíferos De Médio E Grande Porte No Cerrado;10/06/2014;11/06/2014 a 11/06/2014;21/09/2018;Leopardus tigrinus;Gato-do-mato;Leopardus tigrinus;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Leopardus tigrinus;Espécie Ameaçada;Em Perigo;Parque Nacional Das Sempre Vivas;Brasil;MG;Sem Informações;Espécie não Sensível;-17.948465;-43.795724;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Fernando Ferreira De Pinho;1040958;Nº Da Autorização/Licença Sisbio: 43329, Projeto: Ocupação De Mamíferos De Médio E Grande Porte No Cerrado;10/06/2014;11/06/2014 a 11/06/2014;21/09/2018;Leopardus tigrinus;Gato-do-mato;Leopardus tigrinus;species;2;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Leopardus tigrinus;Espécie Ameaçada;Em Perigo;Parque Nacional Das Sempre Vivas;Brasil;MG;Sem Informações;Espécie não Sensível;-17.948465;-43.795724;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Fernando Ferreira De Pinho;1040965;Nº Da Autorização/Licença Sisbio: 43329, Projeto: Ocupação De Mamíferos De Médio E Grande Porte No Cerrado;28/05/2014;29/05/2014 a 29/05/2014;21/09/2018;Leopardus tigrinus;Gato-do-mato;Leopardus tigrinus;species;2;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Leopardus tigrinus;Espécie Ameaçada;Em Perigo;Parque Nacional Das Sempre Vivas;Brasil;MG;Sem Informações;Espécie não Sensível;-17.948465;-43.795724;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marina Zanin Gregorini;1070499;Nº Da Autorização/Licença Sisbio: 54003, Projeto: Conservação Das Espécies Da Família Felidae Em Paisagens Antropizadas Na Mata Atlântica;09/11/2016;10/11/2016 a 10/11/2016;19/06/2019;Puma concolor;Onça-parda;Puma concolor;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Reserva Biológica Augusto Ruschi;Brasil;ES;Sem Informações;Espécie não Sensível;-19.91755;-40.542778;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marina Zanin Gregorini;1070500;Nº Da Autorização/Licença Sisbio: 54003, Projeto: Conservação Das Espécies Da Família Felidae Em Paisagens Antropizadas Na Mata Atlântica;09/11/2016;10/11/2016 a 10/11/2016;19/06/2019;Puma concolor;Onça-parda;Puma concolor;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Reserva Biológica Augusto Ruschi;Brasil;ES;Sem Informações;Espécie não Sensível;-19.91755;-40.542778;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marina Zanin Gregorini;1070501;Nº Da Autorização/Licença Sisbio: 54003, Projeto: Conservação Das Espécies Da Família Felidae Em Paisagens Antropizadas Na Mata Atlântica;09/11/2016;10/11/2016 a 10/11/2016;19/06/2019;Puma concolor;Onça-parda;Puma concolor;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Reserva Biológica Augusto Ruschi;Brasil;ES;Sem Informações;Espécie não Sensível;-19.91755;-40.542778;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marina Zanin Gregorini;1070502;Nº Da Autorização/Licença Sisbio: 54003, Projeto: Conservação Das Espécies Da Família Felidae Em Paisagens Antropizadas Na Mata Atlântica;07/12/2016;08/12/2016 a 08/12/2016;19/06/2019;Puma concolor;Onça-parda;Puma concolor;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Reserva Biológica Augusto Ruschi;Brasil;ES;Sem Informações;Espécie não Sensível;-19.91755;-40.542778;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marina Zanin Gregorini;1070503;Nº Da Autorização/Licença Sisbio: 54003, Projeto: Conservação Das Espécies Da Família Felidae Em Paisagens Antropizadas Na Mata Atlântica;07/12/2016;08/12/2016 a 08/12/2016;19/06/2019;Puma concolor;Onça-parda;Puma concolor;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Reserva Biológica Augusto Ruschi;Brasil;ES;Sem Informações;Espécie não Sensível;-19.91755;-40.542778;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marina Zanin Gregorini;1070504;Nº Da Autorização/Licença Sisbio: 54003, Projeto: Conservação Das Espécies Da Família Felidae Em Paisagens Antropizadas Na Mata Atlântica;07/12/2016;08/12/2016 a 08/12/2016;19/06/2019;Puma concolor;Onça-parda;Puma concolor;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Reserva Biológica Augusto Ruschi;Brasil;ES;Sem Informações;Espécie não Sensível;-19.91755;-40.542778;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Sheila Canevese Rahal;106062;Nº Da Autorização/Licença Sisbio: 28391, Projeto: Avaliaçâo Radiográfica Do Joelho De Gato-Do-Mato-Pequeno (Leopardus Tigrinus);25/03/2012;26/03/2012 a 05/06/2012;02/07/2017;Leopardus tigrinus;Gato-do-mato;Leopardus tigrinus;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Leopardus tigrinus;Espécie Ameaçada;Em Perigo;Fmvz, Unesp - Ensino, Pesquisa E Extensão - Ambiente Urbano;Brasil;SP;Botucatu;Espécie não Sensível;-22.90195;-48.448142;Coordenada aproximada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Karl-L. Schuchmann;1071962;Nº Da Autorização/Licença Sisbio: 39095, Projeto: Monitoramento De Bioindicadores E Pássaros Migratórios No Pantanal. Acústica Aplicada - Uma Ferramenta Para Avaliação Da  Biodiversidade.;30/06/2014;01/07/2014 a 30/08/2014;10/07/2018;Puma concolor;Onça-parda;Puma concolor;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Sesc Pantanal - Baía Das Pedras;Brasil;MT;Pocone;Espécie não Sensível;-16.316667;-56.4;Coordenada de referência da área amostrada;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Karl-L. Schuchmann;1071963;Nº Da Autorização/Licença Sisbio: 39095, Projeto: Monitoramento De Bioindicadores E Pássaros Migratórios No Pantanal. Acústica Aplicada - Uma Ferramenta Para Avaliação Da  Biodiversidade.;30/06/2014;01/07/2014 a 30/08/2014;10/07/2018;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Sesc Pantanal - Baía Das Pedras;Brasil;MT;Pocone;Espécie não Sensível;-16.316667;-56.4;Coordenada de referência da área amostrada;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Karl-L. Schuchmann;1071978;Nº Da Autorização/Licença Sisbio: 39095, Projeto: Monitoramento De Bioindicadores E Pássaros Migratórios No Pantanal. Acústica Aplicada - Uma Ferramenta Para Avaliação Da  Biodiversidade.;15/07/2015;16/07/2015 a 14/10/2015;10/07/2018;Puma concolor;Onça-parda;Puma concolor;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Sesc Pantanal - Baía Das Pedras;Brasil;MT;Pocone;Espécie não Sensível;-16.316667;-56.4;Coordenada de referência da área amostrada;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Karl-L. Schuchmann;1071996;Nº Da Autorização/Licença Sisbio: 39095, Projeto: Monitoramento De Bioindicadores E Pássaros Migratórios No Pantanal. Acústica Aplicada - Uma Ferramenta Para Avaliação Da  Biodiversidade.;14/03/2016;15/03/2016 a 13/06/2016;10/07/2018;Puma concolor;Onça-parda;Puma concolor;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Sesc Pantanal - Baía Das Pedras;Brasil;MT;Pocone;Espécie não Sensível;-16.316667;-56.4;Coordenada de referência da área amostrada;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Karl-L. Schuchmann;1072014;Nº Da Autorização/Licença Sisbio: 39095, Projeto: Monitoramento De Bioindicadores E Pássaros Migratórios No Pantanal. Acústica Aplicada - Uma Ferramenta Para Avaliação Da  Biodiversidade.;30/11/2016;01/12/2016 a 28/02/2017;10/07/2018;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Sesc Pantanal - Baía Das Pedras;Brasil;MT;Pocone;Espécie não Sensível;-16.316667;-56.4;Coordenada de referência da área amostrada;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Karl-L. Schuchmann;1072060;Nº Da Autorização/Licença Sisbio: 39095, Projeto: Monitoramento De Bioindicadores E Pássaros Migratórios No Pantanal. Acústica Aplicada - Uma Ferramenta Para Avaliação Da  Biodiversidade.;15/08/2013;16/08/2013 a 14/11/2013;10/07/2018;Puma concolor;Onça-parda;Puma concolor;species;8;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Fazenda Pouso Alegre;Brasil;MT;Pocone;Espécie não Sensível;-16.541944;-56.722722;Coordenada de referência da área amostrada;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Karl-L. Schuchmann;1072099;Nº Da Autorização/Licença Sisbio: 39095, Projeto: Monitoramento De Bioindicadores E Pássaros Migratórios No Pantanal. Acústica Aplicada - Uma Ferramenta Para Avaliação Da  Biodiversidade.;15/08/2013;16/08/2013 a 14/11/2013;10/07/2018;Puma concolor;Onça-parda;Puma concolor;species;4;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Fazenda Barranco Alto;Brasil;MS;Aquidauana;Espécie não Sensível;-19.577778;-56.152222;Coordenada de referência da área amostrada;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;André Luis Ravetta;1048362;Nº Da Autorização/Licença Sisbio: 16296, Projeto: Estudo De Mastofauna, Para Fins De Avaliação Ecológica Rápida - Aer Na Floresta Nacional Do Trairão - Pa;07/09/2009;08/09/2009 a 08/09/2009;17/05/2017;Panthera onca;Onça-pintada;Panthera onca;species;2;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Floresta Nacional Do Trairão;Brasil;PA;Sem Informações;Espécie não Sensível;-4.611667;-55.477222;Coordenada de referência da área amostrada;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;André Luis Ravetta;1048376;Nº Da Autorização/Licença Sisbio: 16296, Projeto: Estudo De Mastofauna, Para Fins De Avaliação Ecológica Rápida - Aer Na Floresta Nacional Do Trairão - Pa;05/09/2009;06/09/2009 a 06/09/2009;17/05/2017;Puma concolor;Onça-parda;Puma concolor;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Floresta Nacional Do Trairão;Brasil;PA;Sem Informações;Espécie não Sensível;-4.611667;-55.477219;Coordenada de referência da área amostrada;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Daniel Galiano;1097573;Nº Da Autorização/Licença Sisbio: 55020, Projeto: Levantamento Dos Mamíferos Não Voadores Da Floresta Nacional De Chapecó, Santa Catarina, Brasil;08/10/2016;09/10/2016 a 09/10/2016;27/08/2017;Leopardus;Sem Informações;Leopardus;genus;3;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Sem Informações;Espécie Ameaçada;Vulnerável;Floresta Nacional De Chapecó;Brasil;SC;Sem Informações;Espécie não Sensível;-27.115556;-52.756111;Coordenada de referência da área amostrada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Sérgio Netto Vitaliano;1097920;Nº Da Autorização/Licença Sisbio: 51117, Projeto: Isolamento E Caracterização Genotípica De Toxoplasma Gondii E Detecção Molecular De Protozoários Da Família Sarcocystidae Em Animais Selvagens No Estado De São Paulo;23/05/2016;24/05/2016 a 24/05/2016;28/08/2019;Puma concolor;Onça-parda;Puma concolor;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Rodovias No Entorno Da Região De Jaboticabal;Brasil;SP;Jaboticabal;Espécie não Sensível;-21.255278;-48.3225;Coordenada aproximada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Sérgio Netto Vitaliano;1098046;Nº Da Autorização/Licença Sisbio: 51117, Projeto: Isolamento E Caracterização Genotípica De Toxoplasma Gondii E Detecção Molecular De Protozoários Da Família Sarcocystidae Em Animais Selvagens No Estado De São Paulo;07/06/2016;08/06/2016 a 08/06/2016;28/08/2019;Puma concolor;Onça-parda;Puma concolor;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Rodovias No Entorno Da Cidade De Uberlândia;Brasil;MG;Uberlandia;Espécie não Sensível;-18.911389;-48.262222;Coordenada aproximada;Sem Informações;Destinado a laboratório
